annee,boite,lieu,modele,moteur,nbr_km,photo,prix,version
01-2021,Manuelle,SPOTICAR STELLANTIS &YOU ROUEN,Peugeot 3008,Essence,25 105 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2813268_1.JPG,23 490 €,Puretech 130ch S&S BVM6 Style
08-2021,Manuelle,SPOTICAR STELLANTIS &YOU VILLENEUVE D'ASCQ,Citroën C4,Essence,59 596 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2813267_1.JPG,18 590 €,PureTech 130 S&S BVM6 Feel Pack
06-2018,Manuelle,SPOTICAR STELLANTIS &YOU LOMME,Citroën C3 Aircross,Essence,29 081 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-AIRCROSS-2813266_1.JPG,15 490 €,PureTech 110 S&S BVM5 Sunshine
11-2022,Automatique,SPOTICAR STELLANTIS &YOU ROUEN,Peugeot 208,Electrique,12 504 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2813264_1.JPG,27 890 €,Electrique 50 kWh 136ch GT
03-2023,Automatique,SPOTICAR STELLANTIS &YOU ROUEN,Citroën C4,Essence,5 449 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2813262_1.JPG,28 290 €,PureTech 130 S&S EAT8 Shine Pack
07-2016,Automatique,SPOTICAR STELLANTIS &YOU ROUEN,Citroën C4,Essence,64 803 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2813252_1.JPG,14 280 €,PureTech 130 S&S EAT6 Shine
05-2020,Manuelle,SPOTICAR STELLANTIS &YOU VILLENEUVE D'ASCQ,Peugeot 208,Essence,43 852 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2813250_1.JPG,12 690 €,PureTech 75 S&S BVM5 Like
03-2018,Automatique,SPOTICAR STELLANTIS &YOU ROUEN,Volvo XC60,Hybride rechargeable,100 051 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/VOLVO-XC60-2813248_1.JPG,35 490 €,T8 Twin Engine 320+87 ch Geartronic 8 R-Design
09-2019,Manuelle,SPOTICAR STELLANTIS &YOU LA DEFENSE,Citroën C1,Essence,40 277 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C1-2813207_1.JPG,10 970 €,VTi 72 S&S Urban Ride
08-2018,Automatique,SPOTICAR STELLANTIS &YOU LA DEFENSE,Volkswagen Tiguan,Diesel,50 921 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/VOLKSWAGEN-TIGUAN-2813201_1.JPG,28 470 €,2.0 TDI 150 DSG7 Carat
08-2019,Manuelle,SPOTICAR STELLANTIS &YOU LA DEFENSE,Peugeot 108,Essence,19 394 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-108-2813202_1.JPG,11 270 €,VTi 72ch S&S BVM5 Style
09-2020,Automatique,SPOTICAR STELLANTIS &YOU LA DEFENSE,Peugeot 2008,Electrique,14 389 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2813197_1.JPG,25 970 €,Moteur electrique 136 ch GT Line
01-2019,Automatique,SPOTICAR STELLANTIS &YOU LA DEFENSE,Audi A3,Essence,65 129 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/AUDI-A3-2813181_1.JPG,20 970 €,A3 Sportback 30 TFSI 116 S tronic 7 Sport
11-2022,Automatique,SPOTICAR STELLANTIS &YOU VINCENNES,Citroën Berlingo,Electrique,500 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-BERLINGO-2813162_1.JPG,28 970 €,E-BERLINGO VAN XL 750 100 KW (136 CH) BATTERIE 50
12-2022,Manuelle,SPOTICAR STELLANTIS &YOU LA DEFENSE,Peugeot 208,Essence,100 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2813156_1.JPG,22 470 €,PureTech 100 S&S BVM6 Allure Pack
12-2022,Manuelle,SPOTICAR STELLANTIS &YOU LA DEFENSE,Peugeot 208,Essence,100 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2813153_1.JPG,22 470 €,PureTech 100 S&S BVM6 Allure Pack
07-2022,Automatique,SPOTICAR GROUPE CHOPARD DIJON NORD,Peugeot 208,Essence,9 130 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2813107_1.JPG,19 961 €,PureTech 100 S&S EAT8 Style
02-2021,Automatique,SPOTICAR STELLANTIS &YOU NANTERRE,Citroën C4,Diesel,14 626 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2813102_1.JPG,25 470 €,BlueHDi 130 S&S EAT8 Shine Pack
06-2017,Manuelle,SPOTICAR STELLANTIS &YOU FONTENAY SS BOIS,Peugeot 2008,Essence,69 182 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2813089_1.JPG,12 170 €,1.2 PureTech 82ch BVM5 Style
11-2021,Manuelle,SPOTICAR STELLANTIS &YOU NANTERRE,Peugeot 208,Essence,10 103 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2813064_1.JPG,20 970 €,PureTech 100 S&S BVM6 GT
11-2022,Manuelle,SPOTICAR STELLANTIS &YOU FONTENAY SS BOIS,Peugeot 208,Essence,500 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2813056_1.JPG,21 770 €,PureTech 100 S&S BVM6 Allure Pack
12-2022,Manuelle,SPOTICAR STELLANTIS &YOU FONTENAY SS BOIS,Peugeot 208,Essence,100 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2813037_1.JPG,19 870 €,PureTech 100 S&S BVM6 Style
04-2021,Automatique,SPOTICAR STELLANTIS &YOU NANTERRE,Peugeot 208,Electrique,20 080 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2813033_1.JPG,21 970 €,Electrique 50 kWh 136ch Allure Pack
10-2022,Manuelle,SPOTICAR STELLANTIS &YOU FONTENAY SS BOIS,Peugeot 2008,Essence,6 752 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2813032_1.JPG,21 970 €,PureTech 100 S&S BVM6 Style
09-2017,Automatique,SPOTICAR STELLANTIS &YOU LA DEFENSE,Renault Megane,Essence,61 587 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/RENAULT-MEGANE-2813023_1.JPG,15 970 €,Megane IV Berline TCe 130 Energy EDC Intens
05-2020,Manuelle,SPOTICAR STELLANTIS &YOU LA DEFENSE,Peugeot 208,Essence,24 673 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2813020_1.JPG,12 970 €,PureTech 75 S&S BVM5 Like
03-2021,Automatique,SPOTICAR CLARA AUTOMOBILES LA ROCHELLE,Peugeot 208,Electrique,34 026 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2813008_1.JPG,21 990 €,Electrique 50 kWh 136ch Allure
07-2020,Automatique,SPOTICAR STELLANTIS &YOU NANTERRE,DS 3,Essence,59 705 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-3-2813009_1.JPG,24 470 €,Crossback PureTech 130 EAT8 Performance Line+
05-2020,Manuelle,SPOTICAR STELLANTIS &YOU FONTENAY SS BOIS,Peugeot 208,Essence,30 171 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2812995_1.JPG,17 470 €,PureTech 100 S&S BVM6 GT Line
07-2021,Automatique,SPOTICAR STELLANTIS &YOU FONTENAY SS BOIS,Mercedes CLA,Diesel,35 388 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/MERCEDES-CLA-2812989_1.JPG,26 970 €,Shooting Brake 180 d 8G-DCT Progressive Line
10-2022,Manuelle,SPOTICAR CLARA AUTOMOBILES LA ROCHELLE,Peugeot 208,Essence,16 591 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2812986_1.JPG,17 490 €,PureTech 75 S&S BVM5 Style
07-2022,Automatique,SPOTICAR STELLANTIS &YOU BARENTIN,Citroën C3,Essence,12 828 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2812985_1.JPG,19 290 €,PureTech 110 S&S EAT6 Shine
08-2020,Manuelle,SPOTICAR CLARIS AUTOMOBILES LA ROCHE SUR YON,Citroën C3,Essence,53 917 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2812917_1.JPG,12 390 €,PureTech 83 S&S BVM5 Feel
02-2022,Manuelle,SPOTICAR STELLANTIS &YOU ORVAULT,Peugeot 2008,Essence,18 945 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2812904_1.JPG,21 990 €,PureTech 100 S&S BVM6 Style
02-2022,Manuelle,SPOTICAR STELLANTIS &YOU ORVAULT,Peugeot 208,Diesel,28 940 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2812888_1.JPG,16 290 €,BlueHDi 100 S&S BVM6 Active
03-2023,Automatique,DS STORE VINCENNES,DS 7,Hybride rechargeable,10 223 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/DS-DS-7-CROSSBACK-2812871_1.JPG,54 470 €,CROSSBACK Hybride Rechargeable E-Tense 225 EAT8 Rivoli
02-2021,Manuelle,SPOTICAR STELLANTIS &YOU ORVAULT,Peugeot 208,Essence,36 990 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2812857_1.JPG,14 290 €,PureTech 75 S&S BVM5 Active Business
01-2021,Automatique,SPOTICAR STELLANTIS &YOU ORVAULT,Peugeot 3008,Hybride rechargeable,52 378 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2812847_1.JPG,28 790 €,Hybrid 225 e-EAT8 Allure
06-2020,Manuelle,SPOTICAR STELLANTIS &YOU ORVAULT,Peugeot 108,Essence,17 110 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-108-2812840_1.JPG,11 490 €,VTi 72ch S&S BVM5 Style
12-2016,Manuelle,SPOTICAR STELLANTIS &YOU ORVAULT,Renault Captur,Diesel,74 360 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/RENAULT-CAPTUR-2812815_1.JPG,12 290 €,dCi 90 Energy eco&sup2; Business
11-2019,Automatique,SPOTICAR CLARA AUTOMOBILES LA BAULE,Peugeot 208,Essence,19 746 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2812813_1.JPG,17 990 €,PureTech 100 S&S EAT8 Active Business
07-2021,Manuelle,SPOTICAR CLARA AUTOMOBILES LA BAULE,Peugeot 3008,Essence,41 309 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2812805_1.JPG,27 990 €,Puretech 130ch S&S BVM6 GT
01-2021,Automatique,SPOTICAR STELLANTIS &YOU LORMONT AV DE PARIS,Peugeot 2008,Essence,25 776 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2812799_1.JPG,24 490 €,PureTech 130 S&S EAT8 GT
07-2021,Automatique,SPOTICAR STELLANTIS &YOU RENNES NORD,Citroën C5 Aircross,Hybride rechargeable,19 852 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2812772_1.JPG,29 990 €,Hybride Rechargeable 225 S&S e-EAT8 Shine Pack
10-2020,Automatique,SPOTICAR STELLANTIS &YOU RENNES NORD,Citroën C4,Diesel,147 845 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2812768_1.JPG,14 390 €,Grand C4 Spacetourer BlueHDi 130 S&S EAT8 Business
06-2022,Manuelle,SPOTICAR STELLANTIS &YOU LORMONT AV DE PARIS,Peugeot 308,Essence,30 889 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-308-2812769_1.JPG,23 390 €,PureTech 130ch S&S BVM6 Active Pack
07-2020,Automatique,SPOTICAR STELLANTIS &YOU TOULOUSE ROCADE OUEST,Renault Clio,Essence,61 645 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/RENAULT-CLIO-2812771_1.JPG,16 950 €,TCe 130 EDC FAP Intens
03-2019,Manuelle,SPOTICAR STELLANTIS &YOU RENNES NORD,Renault Captur,Essence,63 929 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/RENAULT-CAPTUR-2812759_1.JPG,14 150 €,TCe 150 FAP Intens
02-2021,Manuelle,SPOTICAR STELLANTIS &YOU TOULOUSE ROCADE OUEST,Ford Puma,Essence,51 264 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/FORD-PUMA-2812751_1.JPG,15 990 €,1.0 EcoBoost 125 ch mHEV S&S BVM6 Titanium
04-2022,Automatique,SPOTICAR STELLANTIS &YOU TOULOUSE ROCADE OUEST,Peugeot 208,Essence,25 892 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2812748_1.JPG,21 290 €,PureTech 130 S&S EAT8 GT Pack
07-2019,Automatique,SPOTICAR STELLANTIS &YOU AULNAY-SOUS-BOIS,Peugeot 508,Diesel,99 166 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2812737_1.JPG,23 870 €,SW BlueHDi 180 ch S&S EAT8 GT Line
05-2021,Automatique,SPOTICAR STELLANTIS &YOU AULNAY-SOUS-BOIS,Peugeot 2008,Diesel,41 041 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2812723_1.JPG,27 270 €,BlueHDi 130 S&S EAT8 GT Pack
11-2020,Manuelle,SPOTICAR STELLANTIS &YOU AULNAY-SOUS-BOIS,Citroën C1,Essence,22 146 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C1-2812721_1.JPG,11 770 €,VTi 72 S&S Shine
09-2018,Automatique,SPOTICAR PONTARLIER JMJ AUTOMOBILES,Peugeot 3008,Diesel,144 506 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-3008-2812685_1.JPG,16 990 €,BlueHDi 130ch S&S EAT8 Allure Business
10-2020,Automatique,SPOTICAR STELLANTIS &YOU ORVAULT,Peugeot 2008,Essence,55 943 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-2008-2812682_1.JPG,21 390 €,PureTech 130 S&S EAT8 Allure
11-2022,Manuelle,SPOTICAR STELLANTIS &YOU LA DEFENSE,Citroën C3,Essence,2 663 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2812650_1.JPG,16 470 €,PureTech 83 S&S BVM5 Shine
11-2022,Automatique,SPOTICAR STELLANTIS &YOU LA DEFENSE,Citroën C4,Essence,100 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C4-2812641_1.JPG,26 970 €,PureTech 130 S&S EAT8 Shine
11-2022,Automatique,SPOTICAR STELLANTIS &YOU LA DEFENSE,Citroën C5 Aircross,Essence,100 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2812636_1.JPG,29 970 €,PureTech 130 S&S EAT8 Shine
09-2020,Automatique,SPOTICAR STELLANTIS &YOU LA DEFENSE,Peugeot 208,Electrique,15 726 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2812631_1.JPG,19 970 €,Electrique 50 kWh 136ch Allure
08-2019,Automatique,SPOTICAR STELLANTIS &YOU LYON CARRE DE SOIE,Peugeot 508,Essence,46 905 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-508-2812622_1.JPG,28 489 €,SW PureTech 225 ch S&S EAT8 GT
01-2019,Manuelle,SPOTICAR STELLANTIS &YOU LYON CARRE DE SOIE,Citroën C5 Aircross,Essence,61 236 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C5-AIRCROSS-2812615_1.JPG,19 489 €,PURETECH 130 S&S BVM6 FEEL
05-2022,Manuelle,SPOTICAR STELLANTIS &YOU LA DEFENSE,Peugeot 208,Essence,13 299 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2812613_1.JPG,19 970 €,PureTech 100 S&S BVM6 GT
06-2020,Manuelle,SPOTICAR STELLANTIS &YOU LA DEFENSE,Citroën C3,Essence,17 568 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/CITROEN-C3-2812608_1.JPG,13 770 €,PureTech 82 S&S BVM5 Shine
09-2021,Manuelle,SPOTICAR STELLANTIS &YOU LYON CARRE DE SOIE,Peugeot 208,Essence,27 730 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/PEUGEOT-208-2812602_1.JPG,18 589 €,PureTech 100 S&S BVM6 Allure Pack
06-2023,Automatique,SPOTICAR CLARIS AUTOMOBILES LA ROCHE SUR YON,Opel Mokka,Essence,32 km,https://s3.eu-central-1.amazonaws.com/uvpictures-eu-central-1/368/SP/FR/OPEL-MOKKA-2812601_1.JPG,27 290 €,1.2 Turbo 130 ch BVA8 GS
